Ping_date,Ping_time,Ping_milliseconds,Latitude,Longitude,Position_status,Depth,Line_status,Ping_status,Altitude,GPS_UTC_time
2018-08-29,01:05:44,598.0,999.00000000,999.00000000,4,51.149770,1,0,-9.9e+37,-1
2018-08-29,01:05:46,118.0,999.00000000,999.00000000,4,51.148627,1,0,-9.9e+37,-1
2018-08-29,01:05:47,638.0,999.00000000,999.00000000,4,51.150025,1,0,-9.9e+37,-1
2018-08-29,01:05:49,158.0,999.00000000,999.00000000,4,51.395559,1,0,-9.9e+37,-1
2018-08-29,01:05:50,678.0,999.00000000,999.00000000,4,51.331505,1,0,-9.9e+37,-1
2018-08-29,01:05:52,198.0,999.00000000,999.00000000,4,51.329891,1,0,-9.9e+37,-1
2018-08-29,01:05:53,718.0,999.00000000,999.00000000,4,51.331581,1,0,-9.9e+37,-1
2018-08-29,01:05:55,239.0,999.00000000,999.00000000,4,51.099065,1,0,-9.9e+37,-1
2018-08-29,01:05:56,758.0,999.00000000,999.00000000,4,51.097561,1,0,-9.9e+37,-1
2018-08-29,01:05:58,278.0,999.00000000,999.00000000,4,51.099122,1,0,-9.9e+37,-1
2018-08-29,01:05:59,799.0,999.00000000,999.00000000,4,51.403052,1,0,-9.9e+37,-1
